Country,Year,Emission,Category
Germany,2012,817031.4402,Carbon Dioxide 
Germany,2011,812483.2196,Carbon Dioxide 
Germany,2010,832259.2033,Carbon Dioxide 
Germany,2009,788422.4379,Carbon Dioxide 
Germany,2008,853229.9408,Carbon Dioxide 
Germany,2007,850795.7208,Carbon Dioxide 
Germany,2006,877422.4569,Carbon Dioxide 
Germany,2005,865958.5134,Carbon Dioxide 
Germany,2004,886344.6297,Carbon Dioxide 
Germany,2003,900377.5854,Carbon Dioxide 
Germany,2002,899161.5674,Carbon Dioxide 
Germany,2001,915634.4396,Carbon Dioxide 
Germany,2000,899284.9934,Carbon Dioxide 
Germany,1999,895336.7862,Carbon Dioxide 
Germany,1998,922778.54,Carbon Dioxide 
Germany,1997,930768.5605,Carbon Dioxide 
Germany,1996,958368.7247,Carbon Dioxide 
Germany,1995,938148.0931,Carbon Dioxide 
Germany,1994,939207.3282,Carbon Dioxide 
Germany,1993,955977.5994,Carbon Dioxide 
Germany,1992,965790.8353,Carbon Dioxide 
Germany,1991,1014119.72,Carbon Dioxide 
Germany,1990,1052238.234,Carbon Dioxide 
Greece,2014,79628.2744,Carbon Dioxide 
Greece,2013,82910.62596,Carbon Dioxide 
Greece,2012,90710.57425,Carbon Dioxide 
Greece,2011,94102.94398,Carbon Dioxide 
Greece,2010,97035.08276,Carbon Dioxide 
Greece,2009,103969.7843,Carbon Dioxide 
Greece,2008,110255.7655,Carbon Dioxide 
Greece,2007,114127.5543,Carbon Dioxide 
Greece,2006,111777.7437,Carbon Dioxide 
Greece,2005,113219.8224,Carbon Dioxide 
Greece,2004,109571.0609,Carbon Dioxide 
Greece,2003,109126.5676,Carbon Dioxide 
Greece,2002,105051.4662,Carbon Dioxide 
Greece,2001,105407.3076,Carbon Dioxide 
Greece,2000,103019.6647,Carbon Dioxide 
Greece,1999,97979.77835,Carbon Dioxide 
Greece,1998,98663.19416,Carbon Dioxide 
Greece,1997,93839.86992,Carbon Dioxide 
Greece,1996,89134.4254,Carbon Dioxide 
Greece,1995,86980.64577,Carbon Dioxide 
Greece,1994,86425.85651,Carbon Dioxide 
Greece,1993,84263.0079,Carbon Dioxide 
Greece,1992,84949.02583,Carbon Dioxide 
Greece,1991,83390.35468,Carbon Dioxide 
Greece,1990,83403.72,Carbon Dioxide 
Hungary,2014,43573.40884,Carbon Dioxide 
Hungary,2013,43930.87818,Carbon Dioxide 
Hungary,2012,46774.94485,Carbon Dioxide 
Hungary,2011,50272.8651,Carbon Dioxide 
Hungary,2010,52108.89276,Carbon Dioxide 
Hungary,2009,51630.69002,Carbon Dioxide 
Hungary,2008,57325.16233,Carbon Dioxide 
